aerodromo,tipo_ocorr,qtde_ocorr,perc_ocorr
SWLV,COM COMANDOS DE VOO,1,0.01
SWLC,POUSO SEM TREM,1,0.01
SWLC,FALHA DO MOTOR EM VOO,1,0.01
SWLB,POUSO LONGO,1,0.01
SWLB,PERDA DE COMPONENTE NO SOLO,1,0.01
SWLB,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SWLB,ESTOURO DE PNEU,1,0.01
SWLB,COM TREM DE POUSO,1,0.01
SWKT,POUSO BRUSCO,1,0.01
SWKO,POUSO SEM TREM,1,0.01
SWKO,FALHA DO MOTOR EM VOO,1,0.01
SWKO,COLISÃO COM AVE,1,0.01
SWKN,PERDA DE CONTROLE NO SOLO,1,0.01
SWKF,PERDA DE CONTROLE EM VOO,1,0.01
SWKC,PANE SECA,1,0.01
SWKC,FALHA DO MOTOR EM VOO,1,0.01
SWJW,PERDA DE CONTROLE NO SOLO,1,0.01
SWME,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SWMO,VOO CONTROLADO CONTRA O TERRENO,1,0.01
SWMW,FALHA DO MOTOR EM VOO,1,0.01
SWNS,SOPRO DE ROTOR,1,0.01
SWPD,POUSO LONGO,1,0.01
SWPD,COLISÃO COM AVE,1,0.01
SWPC,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SWPA,FALHA DO MOTOR EM VOO,1,0.01
SWOZ,POUSO EM LOCAL NÃO PREVISTO,1,0.01
SWON,POUSO LONGO,1,0.01
SWON,COM TREM DE POUSO,1,0.01
SWOK,PERDA DE CONTROLE EM VOO,1,0.01
SWOB,OUTROS,1,0.01
SWOB,COM TREM DE POUSO,1,0.01
SWNS,PERDA DE COMPONENTE EM VOO,1,0.01
SWMW,PERDA DE CONTROLE NO SOLO,1,0.01
SWNS,FALHA DO MOTOR EM VOO,1,0.01
SWNS,EXCURSÃO DE PISTA,1,0.01
SWNS,COM LANÇAMENTO DE PESSOAS,1,0.01
SWNS,COLISÃO DE VEÍCULO COM AERONAVE,1,0.01
SWNO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SWNK,FALHA DO MOTOR EM VOO,1,0.01
SWNH,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SWNG,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SWNB,PERDA DE CONTROLE EM VOO,1,0.01
SWMZ,FALHA DO MOTOR EM VOO,1,0.01
SSPX,PERDA DE CONTROLE NO SOLO,1,0.01
SSPS,COM TREM DE POUSO,1,0.01
SNMM,FALHA DO MOTOR EM VOO,1,0.01
SSAU,OPERAÇÃO A BAIXA ALTITUDE,1,0.01
SSAP,COLISÃO COM AVE,1,0.01
SSAN,FALHA DO MOTOR EM VOO,1,0.01
SSAK,POUSO BRUSCO,1,0.01
SSAK,PERDA DE CONTROLE NO SOLO,1,0.01
SSAK,PERDA DE CONTROLE EM VOO,1,0.01
SSAK,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SSAK,FALHA DO MOTOR EM VOO,1,0.01
SSAC,COM TREM DE POUSO,1,0.01
SNZA,POUSO LONGO,1,0.01
SNZA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SNZA,ESTOURO DE PNEU,1,0.01
SNYS,PERDA DE CONTROLE NO SOLO,1,0.01
SNYR,POUSO SEM TREM,1,0.01
SNYP,COM TREM DE POUSO,1,0.01
SNYP,COLISÃO COM AVE,1,0.01
SNYE,POUSO SEM TREM,1,0.01
SNXT,PERDA DE CONTROLE NO SOLO,1,0.01
SNXR,OUTROS,1,0.01
SNXI,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SNWS,EXCURSÃO DE PISTA,1,0.01
SNWC,POUSO SEM TREM,1,0.01
SNWC,PERDA DE CONTROLE NO SOLO,1,0.01
SNWC,ESTOURO DE PNEU,1,0.01
SSAQ,INDETERMINADO,1,0.01
SSAY,FALHA DO MOTOR EM VOO,1,0.01
SSPQ,POUSO SEM TREM,1,0.01
SSAY,PERDA DE CONTROLE NO SOLO,1,0.01
SSCN,POUSO SEM TREM,1,0.01
SSCN,FALHA DO MOTOR EM VOO,1,0.01
SSCN,EXCURSÃO DE PISTA,1,0.01
SSCN,COM PARA-BRISAS / JANELA / PORTA,1,0.01
SSCN,COLISÃO COM AVE,1,0.01
SSCL,FALHA DO MOTOR EM VOO,1,0.01
SSCL,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,1,0.01
SSCK,INDETERMINADO,1,0.01
SSCK,FALHA DO MOTOR EM VOO,1,0.01
SSCF,PERDA DE CONTROLE NO SOLO,1,0.01
SSCE,PERDA DE CONTROLE EM VOO,1,0.01
SSCD,INDETERMINADO,1,0.01
SSBR,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,1,0.01
SSBN,POUSO BRUSCO,1,0.01
SSBN,FOGO NO SOLO,1,0.01
SSBN,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SSBN,COLISÃO COM AVE,1,0.01
SSBL,PERDA DE COMPONENTE NO SOLO,1,0.01
SSBL,INCURSÃO EM PISTA,1,0.01
SSBL,COM TREM DE POUSO,1,0.01
SSBL,COLISÃO COM AERONAVE NO SOLO,1,0.01
SSBG,PERDA DE CONTROLE EM VOO,1,0.01
SSBG,MANOBRA ABRUPTA,1,0.01
SNVS,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SNVS,FALHA DO MOTOR EM VOO,1,0.01
SNVS,ESTOURO DE PNEU,1,0.01
SNVR,FALHA OU MAU FUNCIONAMENTO DO MOTOR,1,0.01
SNPY,EXCURSÃO DE PISTA,1,0.01
SNPX,PERDA DE CONTROLE NO SOLO,1,0.01
SNPO,PERDA DE CONTROLE EM VOO,1,0.01
SNPJ,POUSO SEM TREM,1,0.01
SNPD,POUSO BRUSCO,1,0.01
SNPD,COLISÃO COM AERONAVE NO SOLO,1,0.01
SNPC,POUSO BRUSCO,1,0.01
SNPC,OPERAÇÕES NO SOLO,1,0.01
SNPC,EXCURSÃO DE PISTA,1,0.01
SNPA,SUPERAQUECIMENTO,1,0.01
SNPA,POUSO SEM TREM,1,0.01
SNPA,PERDA DE CONTROLE NO SOLO,1,0.01
SNPA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SNPA,COLISÃO NO SOLO,1,0.01
SNOG,PERDA DE CONTROLE EM VOO,1,0.01
SNOG,FALHA DO MOTOR EM VOO,1,0.01
SNOF,POUSO BRUSCO,1,0.01
SNOF,FALHA DO MOTOR EM VOO,1,0.01
SNOD,POUSO SEM TREM,1,0.01
SNNL,PERDA DE CONTROLE EM VOO,1,0.01
SNMX,PERDA DE CONTROLE EM VOO,1,0.01
SNMU,EXCURSÃO DE PISTA,1,0.01
SNMU,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SNQV,EXCURSÃO DE PISTA,1,0.01
SNQV,POUSO BRUSCO,1,0.01
SNQX,OPERAÇÃO A BAIXA ALTITUDE,1,0.01
SNTO,EXCURSÃO DE PISTA,1,0.01
SNVI,PERDA DE CONTROLE EM VOO,1,0.01
SNVC,POUSO LONGO,1,0.01
SNVB,POUSO SEM TREM,1,0.01
SNVB,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SNUZ,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,1,0.01
SNUN,PERDA DE CONTROLE EM VOO,1,0.01
SNUN,FALHA DO MOTOR EM VOO,1,0.01
SNTZ,PERDA DE CONTROLE EM VOO,1,0.01
SNTY,PANE SECA,1,0.01
SNTY,COLISÃO COM FAUNA,1,0.01
SNTO,CONTATO ANORMAL COM A PISTA,1,0.01
SNRJ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SNTF,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SNSW,POUSO SEM TREM,1,0.01
SNSH,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SNSH,COLISÃO DE AERONAVES EM VOO,1,0.01
SNSG,ESTOURO DE PNEU,1,0.01
SNRX,PERDA DE CONTROLE NO SOLO,1,0.01
SNRU,POUSO SEM TREM,1,0.01
SNRU,FALHA DO MOTOR NO SOLO,1,0.01
SNRU,COM TREM DE POUSO,1,0.01
SNRP,PERDA DE CONTROLE EM VOO,1,0.01
SSCP,ESTOURO DE PNEU,1,0.01
SSCR,FALHA DO MOTOR EM VOO,1,0.01
SSCT,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SSKM,FALHA DO MOTOR EM VOO,1,0.01
SSNH,POUSO BRUSCO,1,0.01
SSNH,EXCURSÃO DE PISTA,1,0.01
SSNH,COM COMANDOS DE VOO,1,0.01
SSNH,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,1,0.01
SSNG,POUSO EM LOCAL NÃO PREVISTO,1,0.01
SSNG,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SSNG,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SSNB,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SSMW,COMBUSTÍVEL,1,0.01
SSMK,PERDA DE CONTROLE EM VOO,1,0.01
SSMH,AERÓDROMO,1,0.01
SSLT,PERDA DE CONTROLE EM VOO,1,0.01
SSLT,PANE SECA,1,0.01
SSKZ,MANOBRA ABRUPTA,1,0.01
SSKZ,FALHA DO MOTOR EM VOO,1,0.01
SSKZ,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,1,0.01
SSKW,POUSO SEM TREM,1,0.01
SSKW,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,1,0.01
SSKW,AERÓDROMO,1,0.01
SSKT,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,1,0.01
SSKT,INCURSÃO EM PISTA,1,0.01
SSKT,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SSKS,PERDA DE CONTROLE NO SOLO,1,0.01
SSNH,POUSO LONGO,1,0.01
SSNH,POUSO SEM TREM,1,0.01
SSNH,TRÁFEGO AÉREO,1,0.01
SSOS,PERDA DE CONTROLE EM VOO,1,0.01
SSPO,POUSO EM LOCAL NÃO PREVISTO,1,0.01
SSPL,PERDA DE CONTROLE NO SOLO,1,0.01
SSPL,EXCURSÃO DE PISTA,1,0.01
SSPI,POUSO EM LOCAL NÃO PREVISTO,1,0.01
SSPI,PERDA DE CONTROLE NO SOLO,1,0.01
SSPI,COM TREM DE POUSO,1,0.01
SSPG,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,1,0.01
SSPB,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SSOT,INCURSÃO EM PISTA,1,0.01
SSOS,PERDA DE CONTROLE NO SOLO,1,0.01
SSOS,OPERAÇÃO A BAIXA ALTITUDE,1,0.01
SSNV,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SSOS,COM HÉLICE,1,0.01
SSOS,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,1,0.01
SSOL,POUSO SEM TREM,1,0.01
SSOL,COLISÃO COM AVE,1,0.01
SSOK,VAZAMENTO DE OUTROS FLUIDOS,1,0.01
SSOK,TRÁFEGO AÉREO,1,0.01
SSOK,PERDA DE CONTROLE NO SOLO,1,0.01
SSOK,PERDA DE CONTROLE EM VOO,1,0.01
SSOG,PERDA DE CONTROLE EM VOO,1,0.01
SSOG,COM PARA-BRISAS / JANELA / PORTA,1,0.01
SSKS,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SSKM,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,1,0.01
SSCW,OPERAÇÃO A BAIXA ALTITUDE,1,0.01
SSKK,PERDA DE CONTROLE EM VOO,1,0.01
SSHS,FALHA DO MOTOR EM VOO,1,0.01
SSHA,COM TREM DE POUSO,1,0.01
SSGX,POUSO BRUSCO,1,0.01
SSGP,POUSO BRUSCO,1,0.01
SSGP,PERDA DE CONTROLE NO SOLO,1,0.01
SSGP,EXCURSÃO DE PISTA,1,0.01
SSGG,FALHA DO MOTOR EM VOO,1,0.01
SSGB,TRÁFEGO AÉREO,1,0.01
SSGB,PERDA DE CONTROLE NO SOLO,1,0.01
SSGA,POUSO ANTES DA PISTA,1,0.01
SSGA,PERDA DE CONTROLE NO SOLO,1,0.01
SSGA,OUTROS,1,0.01
SSFE,POUSO BRUSCO,1,0.01
SSFB,POUSO BRUSCO,1,0.01
SSFB,FALHA DO MOTOR EM VOO,1,0.01
SSFB,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SSET,POUSO LONGO,1,0.01
SSER,POUSO EM LOCAL NÃO PREVISTO,1,0.01
SSER,FALHA DO MOTOR EM VOO,1,0.01
SSER,EXCURSÃO DE PISTA,1,0.01
SSDP,PERDA DE CONTROLE EM VOO,1,0.01
SSDP,CONTATO ANORMAL COM A PISTAA,1,0.01
SSDK,POUSO LONGO,1,0.01
SSHS,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SSIE,CONTATO ANORMAL COM A PISTAA,1,0.01
SSIE,FALHA DO MOTOR EM VOO,1,0.01
SSJN,COLISÃO COM AERONAVE NO SOLO,1,0.01
SSKK,OUTROS,1,0.01
SSKK,FALHA DO MOTOR EM VOO,1,0.01
SSKG,POUSO SEM TREM,1,0.01
SSKG,PERDA DE COMPONENTE EM VOO,1,0.01
SSKG,INCURSÃO EM PISTA,1,0.01
SSKG,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SSKG,FALHA DO MOTOR EM VOO,1,0.01
SSKG,COLISÃO COM AVE,1,0.01
SSJN,TRÁFEGO AÉREO,1,0.01
SSJN,PERDA DE CONTROLE NO SOLO,1,0.01
SSJL,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
SSIE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SSJI,PERDA DE CONTROLE EM VOO,1,0.01
SSJI,ESTOURO DE PNEU,1,0.01
SSJA,ESTOURO DE PNEU,1,0.01
SSIQ,PERDA DE CONTROLE EM VOO,1,0.01
SSIM,AERÓDROMO,1,0.01
SSIJ,EXCURSÃO DE PISTA,1,0.01
SSIJ,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,1,0.01
SSIE,POUSO SEM TREM,1,0.01
SSIE,PERDA DE CONTROLE NO SOLO,1,0.01
SSIE,PERDA DE CONTROLE EM VOO,1,0.01
SDBN,FALHA DO MOTOR EM VOO,1,0.01
SBJV,COM TREM DE POUSO,1,0.01
SDBK,FOGO NO SOLO,1,0.01
SBGL,INCURSÃO EM PISTA,1,0.01
SBGL,COM PARA-BRISAS / JANELA / PORTA,1,0.01
SBGL,COLISÃO COM AERONAVE NO SOLO,1,0.01
SBGL,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,1,0.01
SBGL,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
SBGL,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,1,0.01
SBGL,AERÓDROMO,1,0.01
SBFZ,VAZAMENTO DE OUTROS FLUIDOS,1,0.01
SBFZ,TRÁFEGO AÉREO,1,0.01
SBFZ,SUPERAQUECIMENTO,1,0.01
SBFZ,POUSO SEM TREM,1,0.01
SBFZ,POUSO LONGO,1,0.01
SBFZ,PERDA DE CONTROLE NO SOLO,1,0.01
SBFZ,FUMAÇA NA CABINE,1,0.01
SBFZ,FOGO NO SOLO,1,0.01
SBFZ,FALHA DO MOTOR NO SOLO,1,0.01
SBFZ,F.O.D.,1,0.01
SBFZ,DESORIENTAÇÃO ESPACIAL,1,0.01
SBFZ,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,1,0.01
SBFZ,CORTANTE DE VENTO / TEMPESTADE,1,0.01
SBFZ,CONTATO ANORMAL COM A PISTAA,1,0.01
SBFZ,COLISÃO COM FAUNA,1,0.01
SBFS,VAZAMENTO DE OUTROS FLUIDOS,1,0.01
SBFS,POUSO EM LOCAL NÃO PREVISTO,1,0.01
SBGL,FOGO EM VOO,1,0.01
SBGL,INDETERMINADO,1,0.01
SBCY,POUSO BRUSCO,1,0.01
SBGL,PERDA DE COMPONENTE EM VOO,1,0.01
SBGP,VAZAMENTO DE OUTROS FLUIDOS,1,0.01
SBGP,PERDA DE CONTROLE EM VOO,1,0.01
SBGO,SUPERAQUECIMENTO,1,0.01
SBGO,POUSO SEM TREM,1,0.01
SBGO,POUSO BRUSCO,1,0.01
SBGO,PERDA DE COMPONENTE NO SOLO,1,0.01
SBGO,INCURSÃO EM PISTA,1,0.01
SBGO,FUMAÇA NA CABINE,1,0.01
SBGO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,1,0.01
SBGO,F.O.D.,1,0.01
SBGO,COM COMANDOS DE VOO,1,0.01
SBGO,COLISÃO NO SOLO,1,0.01
SBGO,COLISÃO DE VEÍCULO COM AERONAVE,1,0.01
SBGO,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,1,0.01
SBGO,AERÓDROMO,1,0.01
SBGL,VOO CONTROLADO CONTRA O TERRENO,1,0.01
SBGL,VAZAMENTO DE OUTROS FLUIDOS,1,0.01
SBGL,VAZAMENTO DE COMBUSTÍVEL,1,0.01
SBGL,SOPRO DE REATOR,1,0.01
SBGL,POUSO SEM TREM,1,0.01
SBGL,POUSO AQUÉM/ALÉM DA PISTA,1,0.01
SBGL,PERDA DE CONTROLE NO SOLO,1,0.01
SBGL,PERDA DE COMPONENTE NO SOLO,1,0.01
SBFS,FUMAÇA NA CABINE,1,0.01
SBFS,FOGO NO SOLO,1,0.01
SBFS,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SBFS,COM TREM DE POUSO,1,0.01
SBFI,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
SBFI,AERONAVE ATINGIDA POR OBJETO,1,0.01
SBFE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
SBEK,POUSO SEM TREM,1,0.01
SBEK,FALHA DO MOTOR EM VOO,1,0.01
SBEK,COM TREM DE POUSO,1,0.01
SBEG,VAZAMENTO DE COMBUSTÍVEL,1,0.01
SBEG,TRÁFEGO AÉREO,1,0.01
SBEG,PROBLEMAS FISIOLÓGICOS,1,0.01
SBEG,PERDA DE COMPONENTE EM VOO,1,0.01
SBEG,INDETERMINADO,1,0.01
SBEG,FUMAÇA NA CABINE,1,0.01
SBEG,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,1,0.01
SBEG,CORTANTE DE VENTO / TEMPESTADE,1,0.01
SBEG,COM COMANDOS DE VOO,1,0.01
SBEG,COLISÃO COM AERONAVE NO SOLO,1,0.01
SBDN,PERDA DE CONTROLE NO SOLO,1,0.01
SBDN,OUTROS,1,0.01
SBDN,CORTANTE DE VENTO / TEMPESTADE,1,0.01
SBDN,COM TREM DE POUSO,1,0.01
SBDN,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SBCZ,POUSO SEM TREM,1,0.01
SBCZ,POUSO BRUSCO,1,0.01
SBFI,COLISÃO COM AERONAVE NO SOLO,1,0.01
SBFI,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SBFI,COM PARA-BRISAS / JANELA / PORTA,1,0.01
SBFL,FOGO NO SOLO,1,0.01
SBFN,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SBFN,COLISÃO COM AVE,1,0.01
SBFL,VAZAMENTO DE COMBUSTÍVEL,1,0.01
SBFL,SOPRO DE REATOR,1,0.01
SBFL,POUSO SEM TREM,1,0.01
SBFL,POUSO EM LOCAL NÃO PREVISTO,1,0.01
SBFL,PERDA DE CONTROLE EM VOO,1,0.01
SBFL,PERDA DE COMPONENTE EM VOO,1,0.01
SBFL,INCURSÃO EM PISTA,1,0.01
SBFL,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)",1,0.01
SBFL,FALHA DO MOTOR NO SOLO,1,0.01
SBFI,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,1,0.01
SBFL,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,1,0.01
SBFL,CONTATO ANORMAL COM A PISTAA,1,0.01
SBFL,COM PESSOAL EM VOO,1,0.01
SBFL,COLISÃO DE AERONAVES EM VOO,1,0.01
SBFI,VAZAMENTO DE OUTROS FLUIDOS,1,0.01
SBFI,VAZAMENTO DE COMBUSTÍVEL,1,0.01
SBFI,SOPRO DE REATOR,1,0.01
SBFI,POUSO LONGO,1,0.01
SBFI,FALHA DO MOTOR EM VOO,1,0.01
SBFI,EXCURSÃO DE PISTA,1,0.01
SBGR,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,1,0.01
SBGR,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,1,0.01
SBGR,COLISÃO COM FAUNA,1,0.01
SBJC,FALHA DO MOTOR EM VOO,1,0.01
SBJP,FALHA DO MOTOR EM VOO,1,0.01
SBJP,CONTATO ANORMAL COM A PISTAA,1,0.01
SBJP,COM COMANDOS DE VOO,1,0.01
SBJP,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,1,0.01
SBJI,POUSO SEM TREM,1,0.01
SBJI,COM TREM DE POUSO,1,0.01
SBJI,AERONAVE ATINGIDA POR OBJETO,1,0.01
SBJH,F.O.D.,1,0.01
SBJH,COLISÃO COM AVE,1,0.01
SBJF,POUSO SEM TREM,1,0.01
SBJF,POUSO LONGO,1,0.01
SBJF,OUTROS,1,0.01
SBJF,FALHA DO MOTOR EM VOO,1,0.01
SBJF,ESTOURO DE PNEU,1,0.01
SBJF,CONTATO ANORMAL COM A PISTAA,1,0.01
SBJF,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SBJD,POUSO BRUSCO,1,0.01
SBJD,PERDA DE COMPONENTE EM VOO,1,0.01
SBJD,OUTROS,1,0.01
SBJD,OPERAÇÕES NO SOLO,1,0.01
SBJD,FALHA OU MAU FUNCIONAMENTO DO MOTOR,1,0.01
SBJD,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,1,0.01
SBJD,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
SBJP,POUSO SEM TREM,1,0.01
SBJR,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
SBJR,COLISÃO COM AERONAVE NO SOLO,1,0.01
SBJU,PERDA DE COMPONENTE EM VOO,1,0.01
SBKG,COLISÃO COM AVE,1,0.01
SBJV,POUSO BRUSCO,1,0.01
SBJV,PERDA DE CONTROLE NO SOLO,1,0.01
SBJV,PERDA DE CONTROLE EM VOO,1,0.01
SBJV,PERDA DE COMPONENTE NO SOLO,1,0.01
SBJV,INCURSÃO EM PISTA,1,0.01
SBJV,FALHA DO MOTOR NO SOLO,1,0.01
SBJV,COM PARA-BRISAS / JANELA / PORTA,1,0.01
SBJV,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,1,0.01
SBJU,POUSO SEM TREM,1,0.01
SBJU,FALHA DO MOTOR NO SOLO,1,0.01
SBJR,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SBJU,COM TREM DE POUSO,1,0.01
SBJU,COM ROTOR,1,0.01
SBJR,VAZAMENTO DE COMBUSTÍVEL,1,0.01
SBJR,POUSO EM LOCAL NÃO PREVISTO,1,0.01
SBJR,POUSO ANTES DA PISTA,1,0.01
SBJR,PANE SECA,1,0.01
SBJR,INDETERMINADO,1,0.01
SBJR,FUMAÇA NA CABINE,1,0.01
SBJR,F.O.D.,1,0.01
SBJR,COM ROTOR,1,0.01
SBJC,POUSO SEM TREM,1,0.01
SBJC,EXCURSÃO DE PISTA,1,0.01
SBGR,COM PESSOAL EM VOO,1,0.01
SBJC,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SBGW,PERDA DE CONTROLE NO SOLO,1,0.01
SBGW,OUTROS,1,0.01
SBGW,EXCURSÃO DE PISTA,1,0.01
SBGW,COM TREM DE POUSO,1,0.01
SBGW,COM HÉLICE,1,0.01
SBGV,POUSO SEM TREM,1,0.01
SBGV,FALHA DO MOTOR EM VOO,1,0.01
SBGV,COLISÃO COM AVE,1,0.01
SBGV,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,1,0.01
SBGR,VAZAMENTO DE COMBUSTÍVEL,1,0.01
SBGR,PROBLEMAS FISIOLÓGICOS,1,0.01
SBGR,POUSO SEM TREM,1,0.01
SBGR,POUSO LONGO,1,0.01
SBGR,POUSO EM LOCAL NÃO PREVISTO,1,0.01
SBGR,POUSO BRUSCO,1,0.01
SBGR,OPERAÇÃO A BAIXA ALTITUDE,1,0.01
SBGR,MANOBRA ABRUPTA,1,0.01
SBGR,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)",1,0.01
SBGR,FUMAÇA NA CABINE,1,0.01
SBGR,FOGO EM VOO,1,0.01
SBGR,EXCURSÃO DE PISTA,1,0.01
SBGR,CORTANTE DE VENTO / TEMPESTADE,1,0.01
SBGR,COMBUSTÍVEL,1,0.01
SBHT,FALHA DO MOTOR EM VOO,1,0.01
SBHT,OUTROS,1,0.01
SBHT,TRÁFEGO AÉREO,1,0.01
SBIP,COM PARA-BRISAS / JANELA / PORTA,1,0.01
SBJC,COLISÃO COM AVE,1,0.01
SBJA,FALHA DO MOTOR EM VOO,1,0.01
SBIZ,PERDA DE CONTROLE NO SOLO,1,0.01
SBIZ,OPERAÇÕES NO SOLO,1,0.01
SBIZ,INDETERMINADO,1,0.01
SBIZ,ESTOURO DE PNEU,1,0.01
SBIZ,AERÓDROMO,1,0.01
SBIT,CONTATO ANORMAL COM A PISTAA,1,0.01
SBIT,COM TREM DE POUSO,1,0.01
SBIP,COM TREM DE POUSO,1,0.01
SBIP,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SBIH,COM HÉLICE,1,0.01
SBIL,PERDA DE CONTROLE EM VOO,1,0.01
SBIL,FOGO NO SOLO,1,0.01
SBIL,COM TREM DE POUSO,1,0.01
SBIL,COM PARA-BRISAS / JANELA / PORTA,1,0.01
SBIL,COLISÃO COM AERONAVE NO SOLO,1,0.01
SBIH,PANE SECA,1,0.01
SBIH,OPERAÇÃO A BAIXA ALTITUDE,1,0.01
SBIH,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SBIH,FALHA DO MOTOR EM VOO,1,0.01
SBIH,COM TREM DE POUSO,1,0.01
SBCZ,COM TREM DE POUSO,1,0.01
SBCY,PERDA DE COMPONENTE NO SOLO,1,0.01
SBKG,ESTOURO DE PNEU,1,0.01
SBBE,COLISÃO NO SOLO,1,0.01
SBBE,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,1,0.01
SBAX,ESTOURO DE PNEU,1,0.01
SBAU,POUSO SEM TREM,1,0.01
SBAU,POUSO BRUSCO,1,0.01
SBAU,OUTROS,1,0.01
SBAU,FALHA OU MAU FUNCIONAMENTO DO MOTOR,1,0.01
